review_id,drug_name,condition,rating,signal_category,review_year,behavioral_cluster,cluster_name,umap_x,umap_y
35693,Buprenorphine / naloxone,Opiate Dependence,8,polysubstance,2016,9,Cluster 9,5.532398,-0.2641991
35695,Buprenorphine / naloxone,Opiate Dependence,6,polysubstance,2016,9,Cluster 9,5.5671206,0.081944376
35699,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2016,9,Cluster 9,5.5685644,0.28463417
35700,Buprenorphine / naloxone,Opiate Dependence,1,polysubstance,2016,0,Cluster 0,-0.1679834,2.5109286
35704,Buprenorphine / naloxone,Opiate Dependence,8,polysubstance,2016,9,Cluster 9,5.5210385,0.6265015
35705,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2016,9,Cluster 9,6.1277995,0.45187935
35706,Buprenorphine / naloxone,Opiate Dependence,1,polysubstance,2016,9,Cluster 9,5.336727,0.7068757
35711,Buprenorphine / naloxone,Opiate Dependence,1,polysubstance,2016,9,Cluster 9,5.3013353,0.04298468
35712,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2016,9,Cluster 9,6.0581594,0.28445092
35722,Buprenorphine / naloxone,Opiate Dependence,2,polysubstance,2016,9,Cluster 9,5.972678,0.1785484
35735,Buprenorphine / naloxone,Opiate Dependence,6,polysubstance,2016,9,Cluster 9,5.3130207,0.8572698
35738,Buprenorphine / naloxone,Opiate Dependence,3,polysubstance,2016,9,Cluster 9,5.2318187,0.46074235
35745,Buprenorphine / naloxone,Opiate Dependence,1,polysubstance,2016,0,Cluster 0,-0.13500766,2.4813712
35750,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2016,9,Cluster 9,5.269872,0.04153068
35756,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2016,9,Cluster 9,6.2213135,0.24308227
35759,Buprenorphine / naloxone,Opiate Dependence,3,polysubstance,2016,36,Cluster 36,8.355644,2.9055536
35763,Buprenorphine / naloxone,Opiate Dependence,2,polysubstance,2016,9,Cluster 9,6.3576455,0.5172915
35772,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2016,9,Cluster 9,5.690044,-0.05797697
35778,Buprenorphine / naloxone,Opiate Dependence,4,polysubstance,2015,9,Cluster 9,5.2110853,0.1000206
35786,Buprenorphine / naloxone,Opiate Dependence,1,polysubstance,2015,9,Cluster 9,5.621695,0.3150191
35793,Buprenorphine / naloxone,Opiate Dependence,2,polysubstance,2015,-1,Noise / Unclassified,8.619135,3.8434339
35794,Buprenorphine / naloxone,Opiate Dependence,1,polysubstance,2015,9,Cluster 9,6.0061502,0.16456665
35795,Buprenorphine / naloxone,Opiate Dependence,1,polysubstance,2015,9,Cluster 9,4.762104,-0.26652226
35804,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,6.2177906,0.5904547
35807,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,5.733278,0.042289
35809,Buprenorphine / naloxone,Opiate Dependence,5,polysubstance,2015,9,Cluster 9,5.262747,-0.0011588477
35812,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,5.4377913,1.2918392
35815,Buprenorphine / naloxone,Opiate Dependence,5,polysubstance,2015,9,Cluster 9,6.321201,0.43446425
35817,Buprenorphine / naloxone,Opiate Dependence,7,polysubstance,2015,0,Cluster 0,-0.22080337,2.5525424
35820,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,5.6797113,0.101998396
35822,Buprenorphine / naloxone,Opiate Dependence,7,polysubstance,2015,0,Cluster 0,-0.22832514,2.556443
35825,Buprenorphine / naloxone,Opiate Dependence,8,polysubstance,2015,29,Cluster 29,8.756502,4.110763
35831,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,5.6416407,1.1005694
35837,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,4.7720246,-0.25977772
35841,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2015,0,Cluster 0,-0.20472857,2.537394
35842,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,5.848396,0.6303409
35843,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2015,9,Cluster 9,5.499616,0.28982958
35846,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2014,0,Cluster 0,-0.114617005,2.4781508
35849,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.4856176,1.208917
35851,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.2929783,1.1058325
35857,Buprenorphine / naloxone,Opiate Dependence,8,polysubstance,2014,4,Cluster 4,6.8147326,3.5464563
35860,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.4939017,0.78671664
35862,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.2736692,-0.114912786
35864,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,-1,Noise / Unclassified,8.049185,4.5085053
35867,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.4480023,-0.24648865
35871,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.3753104,1.3261461
35873,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2014,0,Cluster 0,-0.22710454,2.5592134
35882,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.194687,0.6646273
35887,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2014,9,Cluster 9,5.749315,0.0062135463
35895,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2014,9,Cluster 9,5.276659,1.3577373
35904,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2013,9,Cluster 9,6.0622745,0.7909764
35905,Buprenorphine / naloxone,Opiate Dependence,6,polysubstance,2013,9,Cluster 9,5.8243012,0.23624752
35906,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2013,9,Cluster 9,5.846576,1.1089985
35911,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2013,9,Cluster 9,5.658032,0.21974815
35919,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2012,9,Cluster 9,5.921881,0.20168617
35922,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2012,9,Cluster 9,6.1408195,0.13506058
35923,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2012,32,Cluster 32,8.148239,5.523376
35926,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2012,9,Cluster 9,5.4392576,0.2610658
35927,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2012,9,Cluster 9,5.722154,0.8866765
35942,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2013,9,Cluster 9,5.9807057,0.2297233
35943,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2013,9,Cluster 9,5.575765,0.3495263
35944,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2013,9,Cluster 9,5.6575274,1.2114061
35948,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2013,9,Cluster 9,5.9425697,0.54519653
35953,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2012,9,Cluster 9,5.6863937,1.6329949
35957,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2012,9,Cluster 9,5.2652397,1.294279
35962,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2012,-1,Noise / Unclassified,7.8278346,0.11015208
35982,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,35,Cluster 35,8.88097,3.7689292
35984,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,24,Cluster 24,9.82785,0.62657654
35988,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,9,Cluster 9,5.525524,1.122531
35990,Buprenorphine / naloxone,Opiate Dependence,8,polysubstance,2011,9,Cluster 9,6.508406,0.42901894
36000,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,9,Cluster 9,5.8367686,-0.008000867
36001,Buprenorphine / naloxone,Opiate Dependence,8,polysubstance,2011,9,Cluster 9,6.3766427,0.5010074
36004,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,28,Cluster 28,9.77942,1.8406867
36006,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,9,Cluster 9,5.6015415,0.1826706
36009,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2011,9,Cluster 9,5.2612457,0.53707427
36013,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,9,Cluster 9,5.734348,0.5834383
36014,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2011,9,Cluster 9,5.1540256,0.65574944
36017,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2010,9,Cluster 9,5.5354867,-0.17662589
36018,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2010,9,Cluster 9,5.568625,0.87641335
36019,Buprenorphine / naloxone,Opiate Dependence,10,polysubstance,2010,9,Cluster 9,5.716645,0.98582447
36026,Buprenorphine / naloxone,Opiate Dependence,9,polysubstance,2010,9,Cluster 9,5.493629,0.050920248
36027,Buprenorphine / naloxone,Opiate Dependence,8,polysubstance,2010,9,Cluster 9,5.4566045,1.314699
36390,Fentanyl,Chronic Pain,8,opioid,2017,-1,Noise / Unclassified,8.180111,1.8495337
36391,Fentanyl,Chronic Pain,10,opioid,2017,35,Cluster 35,9.17521,3.6894782
36398,Fentanyl,Chronic Pain,8,opioid,2017,17,Cluster 17,8.375932,-0.5970075
36402,Fentanyl,Chronic Pain,9,opioid,2017,-1,Noise / Unclassified,8.256164,-0.31692252
36502,Fentanyl,Chronic Pain,10,opioid,2015,36,Cluster 36,8.473881,2.8387005
36506,Fentanyl,Breakthrough Pain,10,opioid,2015,17,Cluster 17,7.990705,-0.83763605
36508,Fentanyl,Chronic Pain,10,opioid,2015,17,Cluster 17,7.974675,-0.75672114
36509,Fentanyl,Dercum's Disease,10,opioid,2015,17,Cluster 17,8.295316,-0.69501084
36510,Fentanyl,Chronic Pain,8,polysubstance,2015,17,Cluster 17,8.424575,-0.34295166
36513,Fentanyl,Chronic Pain,10,opioid,2014,17,Cluster 17,8.603089,-0.4666982
36516,Fentanyl,Chronic Pain,4,opioid,2014,17,Cluster 17,8.432293,-0.5214523
36520,Fentanyl,Pain,10,opioid,2016,17,Cluster 17,8.454548,-0.56018806
36530,Fentanyl,Pain,10,opioid,2016,17,Cluster 17,8.245149,-0.64848214
36536,Fentanyl,Chronic Pain,8,polysubstance,2016,-1,Noise / Unclassified,7.8467298,0.96637654
36548,Fentanyl,Chronic Pain,7,polysubstance,2016,12,Cluster 12,6.0088196,6.1461277
36551,Fentanyl,Chronic Pain,1,polysubstance,2016,17,Cluster 17,8.402947,-0.6059292
36553,Fentanyl,Chronic Pain,10,opioid,2016,17,Cluster 17,7.9925895,-0.8320451
36554,Fentanyl,Chronic Pain,6,opioid,2016,-1,Noise / Unclassified,9.337431,1.4545869
36556,Fentanyl,Pain,9,opioid,2015,17,Cluster 17,8.245936,-0.689825
36557,Fentanyl,Pain,9,opioid,2015,19,Cluster 19,8.355797,1.9803088
36560,Fentanyl,Chronic Pain,10,opioid,2015,9,Cluster 9,6.7809525,0.21806984
36564,Fentanyl,Chronic Pain,8,opioid,2015,17,Cluster 17,8.483573,-0.27313206
36566,Fentanyl,Chronic Pain,10,opioid,2015,17,Cluster 17,8.497794,-0.54249555
36568,Fentanyl,Chronic Pain,3,polysubstance,2014,17,Cluster 17,8.313716,-0.63464123
36571,Fentanyl,Dercum's Disease,8,opioid,2014,17,Cluster 17,8.412436,-0.5262458
36575,Fentanyl,Chronic Pain,10,opioid,2014,17,Cluster 17,8.237403,-0.6189095
36580,Fentanyl,Chronic Pain,9,opioid,2014,17,Cluster 17,8.5692,-0.5283429
36584,Fentanyl,Chronic Pain,9,opioid,2014,17,Cluster 17,8.455337,-0.5385288
36585,Fentanyl,Chronic Pain,8,polysubstance,2014,17,Cluster 17,8.515781,-0.5289195
36586,Fentanyl,Chronic Pain,6,opioid,2014,35,Cluster 35,9.188707,3.3612592
36587,Fentanyl,Chronic Pain,10,opioid,2014,23,Cluster 23,8.613195,0.17927493
36589,Fentanyl,Chronic Pain,9,opioid,2014,17,Cluster 17,8.456387,-0.569827
36595,Fentanyl,Chronic Pain,10,opioid,2014,17,Cluster 17,8.476642,-0.50297004
36601,Fentanyl,Chronic Pain,10,opioid,2013,23,Cluster 23,8.974969,0.41838422
36605,Fentanyl,Dercum's Disease,10,opioid,2013,17,Cluster 17,8.227409,-0.7330139
36611,Fentanyl,Chronic Pain,7,opioid,2013,31,Cluster 31,9.408344,4.3171353
36616,Fentanyl,Chronic Pain,8,opioid,2013,-1,Noise / Unclassified,7.884313,1.7267947
36626,Fentanyl,Pain,9,opioid,2012,-1,Noise / Unclassified,8.787851,3.8574882
36627,Fentanyl,Pain,9,opioid,2012,-1,Noise / Unclassified,9.000745,3.4143727
36628,Fentanyl,Breakthrough Pain,10,opioid,2012,35,Cluster 35,9.136803,3.7882774
36634,Fentanyl,Breakthrough Pain,10,opioid,2012,-1,Noise / Unclassified,7.863902,0.12098179
36636,Fentanyl,Pain,6,opioid,2011,17,Cluster 17,8.095045,-0.77941954
36640,Fentanyl,Pain,3,opioid,2011,31,Cluster 31,9.765585,4.0927734
36641,Fentanyl,Pain,8,opioid,2011,19,Cluster 19,8.040508,1.9876227
36644,Fentanyl,Breakthrough Pain,10,opioid,2011,20,Cluster 20,8.90156,0.98167616
36649,Fentanyl,Pain,7,opioid,2011,19,Cluster 19,7.9569016,1.8819408
36650,Fentanyl,Pain,9,opioid,2011,17,Cluster 17,8.359804,-0.6229363
36651,Fentanyl,Pain,10,opioid,2011,19,Cluster 19,8.265749,2.0573812
36656,Fentanyl,Pain,10,opioid,2011,-1,Noise / Unclassified,8.446777,2.3768785
36661,Fentanyl,Pain,9,opioid,2010,17,Cluster 17,8.565043,-0.34475648
36667,Fentanyl,Chronic Pain,7,opioid,2013,35,Cluster 35,9.017385,3.7920444
36671,Fentanyl,Chronic Pain,10,opioid,2013,20,Cluster 20,9.143992,1.151322
36672,Fentanyl,Chronic Pain,7,opioid,2013,17,Cluster 17,8.196438,-0.74318254
36674,Fentanyl,Chronic Pain,8,opioid,2013,17,Cluster 17,8.201223,-0.72324246
36681,Fentanyl,Chronic Pain,1,opioid,2012,23,Cluster 23,8.024788,0.5005859
36689,Fentanyl,Chronic Pain,10,opioid,2012,19,Cluster 19,8.271308,2.2999895
36690,Fentanyl,Chronic Pain,10,opioid,2012,-1,Noise / Unclassified,10.170412,3.5570343
36694,Fentanyl,Pain,8,opioid,2010,17,Cluster 17,7.9751515,-0.82662493
36695,Fentanyl,Pain,8,opioid,2010,17,Cluster 17,8.207074,-0.63430965
36698,Fentanyl,Pain,7,opioid,2010,19,Cluster 19,8.289496,2.1897876
36702,Fentanyl,Pain,10,polysubstance,2010,17,Cluster 17,8.453769,-0.55545276
36703,Fentanyl,Pain,9,opioid,2010,17,Cluster 17,8.462748,-0.13021162
36705,Fentanyl,Pain,9,opioid,2010,19,Cluster 19,7.9785924,1.918136
36714,Fentanyl,Pain,9,opioid,2009,-1,Noise / Unclassified,8.180499,2.443067
36745,Fentanyl,Pain,8,opioid,2009,19,Cluster 19,8.252529,2.1030045
36752,Fentanyl,Pain,9,opioid,2009,-1,Noise / Unclassified,8.876423,1.271529
36753,Fentanyl,Pain,8,opioid,2009,19,Cluster 19,8.410503,2.0698986
36755,Fentanyl,Pain,8,opioid,2009,17,Cluster 17,8.089169,-0.81343335
36757,Fentanyl,Pain,9,opioid,2009,17,Cluster 17,8.135494,-0.6893228
36758,Fentanyl,Pain,1,opioid,2009,-1,Noise / Unclassified,8.080619,2.2243354
36759,Fentanyl,Pain,9,opioid,2009,17,Cluster 17,8.144707,-0.80902106
36760,Fentanyl,Pain,10,opioid,2009,35,Cluster 35,9.558307,2.847804
36761,Fentanyl,Pain,7,opioid,2009,19,Cluster 19,8.052014,2.0029924
36763,Fentanyl,Pain,4,opioid,2009,19,Cluster 19,8.097865,2.051074
36766,Fentanyl,Pain,9,opioid,2009,17,Cluster 17,8.525583,-0.4843808
36792,Fentanyl,Pain,9,opioid,2009,-1,Noise / Unclassified,8.368881,2.3002963
36795,Fentanyl,Breakthrough Pain,8,opioid,2009,-1,Noise / Unclassified,8.630844,2.4019637
36800,Fentanyl,Pain,3,opioid,2009,19,Cluster 19,7.9826236,1.9766961
36804,Fentanyl,Sedation,10,opioid,2009,17,Cluster 17,7.953864,-0.6979423
36808,Fentanyl,Pain,10,opioid,2008,17,Cluster 17,7.949589,-0.8623558
36809,Fentanyl,Breakthrough Pain,10,opioid,2008,-1,Noise / Unclassified,9.446617,2.2778509
36834,Fentanyl,Pain,8,opioid,2008,19,Cluster 19,8.255235,2.0327184
36835,Fentanyl,Not Listed / Othe,7,opioid,2008,35,Cluster 35,9.136368,2.436391
36836,Fentanyl,Pain,7,opioid,2008,35,Cluster 35,9.123348,2.4400601
36837,Fentanyl,Pain,10,opioid,2008,35,Cluster 35,9.384717,2.9978378
36838,Fentanyl,Not Listed / Othe,9,opioid,2008,17,Cluster 17,8.240388,-0.7560806
36839,Fentanyl,Pain,8,opioid,2008,17,Cluster 17,8.019605,-0.7960362
36840,Fentanyl,Pain,9,opioid,2008,29,Cluster 29,8.258674,4.2003717
36856,Fentanyl,Pain,7,opioid,2008,-1,Noise / Unclassified,7.9748755,1.0934922
36857,Fentanyl,Pain,10,opioid,2008,-1,Noise / Unclassified,9.342207,2.2472348
36923,Librium,Alcohol Withdrawal,10,withdrawal,2017,1,Cluster 1,3.8127637,4.3845654
36930,Librium,Alcohol Withdrawal,10,withdrawal,2017,1,Cluster 1,3.6843731,4.0460076
36986,Librium,Alcohol Withdrawal,9,withdrawal,2016,1,Cluster 1,4.1413383,4.290325
36999,Librium,Alcohol Withdrawal,10,withdrawal,2016,1,Cluster 1,4.5298743,3.859965
37002,Librium,Alcohol Withdrawal,6,withdrawal,2015,1,Cluster 1,3.7975473,4.369996
37003,Librium,Alcohol Withdrawal,10,withdrawal,2015,1,Cluster 1,3.8267155,4.4024644
37015,Librium,Alcohol Withdrawal,10,withdrawal,2015,1,Cluster 1,3.8486168,3.7153604
37031,Librium,Alcohol Withdrawal,10,withdrawal,2013,-1,Noise / Unclassified,8.239105,4.7514143
37043,Librium,Alcohol Withdrawal,10,withdrawal,2010,1,Cluster 1,3.8387601,4.417597
37044,Librium,Alcohol Withdrawal,10,withdrawal,2010,1,Cluster 1,3.8969598,4.4313545
37059,Librium,Alcohol Withdrawal,10,withdrawal,2013,1,Cluster 1,3.9723222,4.0261955
37061,Librium,Alcohol Withdrawal,10,withdrawal,2012,1,Cluster 1,4.0648847,4.2554355
37068,Librium,Alcohol Withdrawal,10,withdrawal,2012,-1,Noise / Unclassified,7.5245557,6.428876
37776,Chlorpheniramine / dextromethorphan / pseudoephedrine,Cough and Nasal Congestion,10,other_sud,2013,-1,Noise / Unclassified,9.668486,5.6189494
40910,Acetaminophen / oxycodone,Pain,10,opioid,2016,-1,Noise / Unclassified,9.895504,0.36084297
40922,Acetaminophen / oxycodone,Chronic Pain,7,opioid,2016,9,Cluster 9,7.236169,1.2680994
40927,Acetaminophen / oxycodone,Pain,10,opioid,2016,24,Cluster 24,10.066124,0.6622851
40928,Acetaminophen / oxycodone,Pain,10,opioid,2016,-1,Noise / Unclassified,8.582263,0.73751426
40936,Acetaminophen / oxycodone,Pain,10,opioid,2017,24,Cluster 24,10.328666,0.80324614
40949,Acetaminophen / oxycodone,Pain,9,opioid,2017,35,Cluster 35,9.177606,3.2721958
40950,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2017,24,Cluster 24,10.192495,0.74168724
40955,Acetaminophen / oxycodone,Chronic Pain,9,polysubstance,2017,24,Cluster 24,10.112445,0.6108955
40958,Acetaminophen / oxycodone,Chronic Pain,7,opioid,2017,35,Cluster 35,9.550367,2.6766217
40965,Acetaminophen / oxycodone,Chronic Pain,4,opioid,2017,-1,Noise / Unclassified,6.4842033,2.5554028
40967,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2017,23,Cluster 23,9.689678,0.63904345
40970,Acetaminophen / oxycodone,Chronic Pain,1,polysubstance,2017,24,Cluster 24,10.2776165,0.89679796
40973,Acetaminophen / oxycodone,Chronic Pain,9,opioid,2017,23,Cluster 23,8.969065,0.15260854
40974,Acetaminophen / oxycodone,Pain,10,opioid,2017,10,Cluster 10,10.879288,-0.22860292
40987,Acetaminophen / oxycodone,Pain,9,opioid,2015,36,Cluster 36,8.518186,2.6306853
40988,Acetaminophen / oxycodone,Pain,8,opioid,2015,-1,Noise / Unclassified,9.279276,1.5046107
40994,Acetaminophen / oxycodone,Pain,10,opioid,2015,24,Cluster 24,10.239607,0.7726125
40995,Acetaminophen / oxycodone,Chronic Pain,6,opioid,2015,-1,Noise / Unclassified,9.820103,1.0206968
40997,Acetaminophen / oxycodone,Chronic Pain,9,opioid,2014,29,Cluster 29,8.423985,4.254275
41006,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2014,35,Cluster 35,9.33243,2.9176896
41007,Acetaminophen / oxycodone,Pain,9,opioid,2014,-1,Noise / Unclassified,9.645304,3.6109798
41012,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2015,23,Cluster 23,9.528254,0.6369485
41021,Acetaminophen / oxycodone,Pain,4,opioid,2015,14,Cluster 14,10.200193,2.5570984
41030,Acetaminophen / oxycodone,Pain,1,opioid,2015,-1,Noise / Unclassified,9.640655,3.2500284
41031,Acetaminophen / oxycodone,Chronic Pain,9,opioid,2015,35,Cluster 35,9.620174,2.9069557
41036,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2016,9,Cluster 9,7.502477,1.355894
41043,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2016,-1,Noise / Unclassified,8.722033,3.13204
41048,Acetaminophen / oxycodone,Chronic Pain,2,opioid,2016,-1,Noise / Unclassified,8.3895,7.4798875
41050,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2016,-1,Noise / Unclassified,8.864926,2.3480608
41051,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2016,-1,Noise / Unclassified,7.93315,4.5481915
41056,Acetaminophen / oxycodone,Chronic Pain,1,opioid,2016,35,Cluster 35,9.383228,3.3986282
41060,Acetaminophen / oxycodone,Pain,8,opioid,2014,14,Cluster 14,10.113847,2.1301932
41061,Acetaminophen / oxycodone,Pain,9,opioid,2014,36,Cluster 36,8.737985,3.0041847
41064,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2014,23,Cluster 23,9.499934,0.659834
41068,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2014,-1,Noise / Unclassified,8.316366,7.524971
41069,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2014,24,Cluster 24,9.719342,0.62990355
41070,Acetaminophen / oxycodone,Pain,10,opioid,2014,35,Cluster 35,9.4707365,3.0267076
41072,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2014,23,Cluster 23,8.796192,0.16810316
41084,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2013,17,Cluster 17,8.385452,-0.6637581
41087,Acetaminophen / oxycodone,Pain,9,opioid,2013,24,Cluster 24,10.066555,0.58611506
41091,Acetaminophen / oxycodone,Pain,9,opioid,2013,24,Cluster 24,10.294127,0.85043615
41093,Acetaminophen / oxycodone,Pain,8,opioid,2013,36,Cluster 36,8.472093,2.8910167
41101,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2013,24,Cluster 24,10.247879,0.70015854
41102,Acetaminophen / oxycodone,Pain,10,opioid,2013,-1,Noise / Unclassified,10.050814,1.133986
41103,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2013,29,Cluster 29,8.446327,4.400124
41105,Acetaminophen / oxycodone,Chronic Pain,9,opioid,2013,35,Cluster 35,9.275823,3.1191287
41108,Acetaminophen / oxycodone,Chronic Pain,10,polysubstance,2013,-1,Noise / Unclassified,8.588437,0.9195072
41117,Acetaminophen / oxycodone,Pain,7,opioid,2011,35,Cluster 35,9.6923065,3.173285
41119,Acetaminophen / oxycodone,Pain,9,opioid,2011,-1,Noise / Unclassified,10.024242,0.9592994
41122,Acetaminophen / oxycodone,Pain,8,opioid,2011,35,Cluster 35,9.427527,3.2305417
41124,Acetaminophen / oxycodone,Pain,10,opioid,2011,30,Cluster 30,9.157879,4.8246145
41125,Acetaminophen / oxycodone,Pain,9,opioid,2011,35,Cluster 35,9.737878,3.1362789
41126,Acetaminophen / oxycodone,Pain,8,opioid,2011,23,Cluster 23,9.504361,0.6862027
41129,Acetaminophen / oxycodone,Pain,8,opioid,2011,-1,Noise / Unclassified,9.147677,1.0960163
41132,Acetaminophen / oxycodone,Pain,8,opioid,2011,14,Cluster 14,10.2726965,2.6727836
41134,Acetaminophen / oxycodone,Pain,3,opioid,2011,35,Cluster 35,9.495271,2.5687191
41141,Acetaminophen / oxycodone,Pain,8,opioid,2012,24,Cluster 24,10.173907,0.7125402
41142,Acetaminophen / oxycodone,Pain,10,opioid,2012,24,Cluster 24,9.9331045,0.69166553
41145,Acetaminophen / oxycodone,Pain,9,opioid,2012,-1,Noise / Unclassified,10.067831,1.1123655
41155,Acetaminophen / oxycodone,Pain,9,opioid,2012,-1,Noise / Unclassified,9.203149,5.321157
41160,Acetaminophen / oxycodone,Pain,10,opioid,2013,-1,Noise / Unclassified,9.575414,4.2178574
41162,Acetaminophen / oxycodone,Pain,10,opioid,2013,24,Cluster 24,10.322576,0.85013795
41163,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2013,35,Cluster 35,9.389537,3.368442
41166,Acetaminophen / oxycodone,Pain,10,opioid,2013,24,Cluster 24,10.357646,0.96810895
41168,Acetaminophen / oxycodone,Pain,10,opioid,2013,-1,Noise / Unclassified,9.1810255,2.9993248
41173,Acetaminophen / oxycodone,Chronic Pain,8,opioid,2013,24,Cluster 24,9.811388,0.5465707
41177,Acetaminophen / oxycodone,Pain,7,opioid,2013,24,Cluster 24,10.146608,0.6116364
41184,Acetaminophen / oxycodone,Chronic Pain,10,opioid,2013,17,Cluster 17,8.65052,-0.46513742
41188,Acetaminophen / oxycodone,Pain,8,opioid,2010,24,Cluster 24,10.198289,0.8124968
41189,Acetaminophen / oxycodone,Pain,10,opioid,2010,-1,Noise / Unclassified,9.719395,3.8752272
41190,Acetaminophen / oxycodone,Pain,9,opioid,2010,21,Cluster 21,9.666214,1.1918947
41200,Acetaminophen / oxycodone,Pain,10,opioid,2010,-1,Noise / Unclassified,8.99477,2.1252632
41203,Acetaminophen / oxycodone,Pain,10,opioid,2010,35,Cluster 35,9.364133,3.102829
41211,Acetaminophen / oxycodone,Pain,10,opioid,2011,-1,Noise / Unclassified,9.592454,0.45238325
41212,Acetaminophen / oxycodone,Pain,9,opioid,2011,24,Cluster 24,10.178313,0.7938452
41214,Acetaminophen / oxycodone,Pain,8,opioid,2011,24,Cluster 24,9.833175,0.6779627
41215,Acetaminophen / oxycodone,Pain,10,opioid,2011,23,Cluster 23,9.391993,0.42405093
41224,Acetaminophen / oxycodone,Pain,9,opioid,2011,24,Cluster 24,10.298129,0.82200074
41227,Acetaminophen / oxycodone,Pain,9,opioid,2011,24,Cluster 24,10.243016,0.7134904
41228,Acetaminophen / oxycodone,Pain,10,opioid,2011,24,Cluster 24,10.072735,0.59382707
41229,Acetaminophen / oxycodone,Pain,9,opioid,2011,24,Cluster 24,10.336029,0.7139767
41230,Acetaminophen / oxycodone,Pain,10,opioid,2011,14,Cluster 14,10.232349,2.2133281
